졸음쉼터명,도로노선명,위도,경도
김포,서울외곽선,37.592299,126.768356
김포,서울외곽선,37.58700244,126.7606632
시흥,서울외곽선,37.45071304,126.8038421
시흥,서울외곽선,37.45048055,126.8031881
서서울,서해안선,37.35664272,126.8648238
서서울,서해안선,37.35493291,126.8619876
군자,영동선,37.35875579,126.7807808
이목,영동선,37.31955099,126.9857648
용인,영동선,37.28861576,127.1387267
향남,서해안선,37.07012149,126.8883559
송탄,평택제천선,37.030977,127.0803249
송탄,평택제천선,37.032321,127.081361
오산,경부선,37.15670802,127.0871649
오산,경부선,37.1542659,127.0861027
남사,경부선,37.09619177,127.1207375
원곡,경부선,37.00111198,127.1519713
번천,중부선,37.45446159,127.254336
번천,중부선,37.45446159,127.254336
도척,중부선,37.32332718,127.3387835
도척,중부선,37.32332718,127.3387835
상번천,제2중부선,37.44865226,127.2736769
상번천,제2중부선,37.44787093,127.275447
청계,서울외곽선,37.39327011,127.0223096
성남,서울외곽선,37.44119064,127.1347192
구리남양주,서울외곽선,37.58970285,127.1559021
생태습지,영동선,37.23526586,127.6038416
적금,영동선,37.25285377,127.7036535
적금,영동선,37.25885706,127.7153001
소초,영동선,37.42026395,128.0019496
소초,영동선,37.42026395,128.0019496
삽교,영동선,37.52293298,128.2754878
삽교,영동선,37.52216459,128.2743265
월정,영동선,37.66472501,128.5932277
월정,영동선,37.66392828,128.5932328
대관령,영동선,37.6751734,128.7202156
대관령전망대,영동선,37.72400902,128.7790019
홍천강,중앙선,37.71175324,127.8275845
만종,중앙선,37.3495824,127.908801
만종,중앙선,37.35014699,127.9099097
횡성,중앙선,37.573915,127.973639
횡성,중앙선,37.58111815,127.9741438
북방,서울양양선,37.75810138,127.880209
단봉,동해선,37.45971546,129.107133
강현,동해선,38.1184743,128.5795826
강현,동해선,38.11953935,128.5797114
인제,서울양양선,37.84347461,128.2354008
인제,서울양양선,37.84093096,128.233328
양양,서울양양선,37.99622926,128.5344015
양양,서울양양선,37.99956719,128.5363842
이천,영동선,37.24279698,127.4670635
이천,영동선,37.24176915,127.4654933
여주,중부내륙선,37.34228633,127.5464181
여주,중부내륙선,37.34166074,127.5467197
모가,중부선,37.19659002,127.4433182
모가,중부선,37.19685569,127.4434293
일죽,중부선,37.08423849,127.4570094
일죽,중부선,37.08423849,127.4570094
대소,중부선,36.97707396,127.4692814
진천,중부선,36.85361062,127.4868784
농다리,중부선,36.83465606,127.494039
오창,중부선,36.73519974,127.4563134
오창,중부선,36.73464638,127.4566151
봉양,중앙선,37.17850371,128.1289432
가남,중부내륙선,37.1690741,127.6265365
앙성,중부내륙선,37.09940663,127.7157274
노은,중부내륙선,37.03983887,127.7703458
대소원,중부내륙선,36.97440026,127.8477682
회인,청주영덕선,36.50179435,127.5917497
탄부,청주영덕선,36.45441271,127.769757
탄부,청주영덕선,36.45441271,127.769757
상주,청주영덕선,36.42575645,128.0442945
상주,청주영덕선,36.40745802,128.0699237
중앙탑,평택제천선,37.04140228,127.8318915
중앙탑,평택제천선,37.04071855,127.8304502
금성,평택제천선,37.07816706,128.1504306
금성,평택제천선,37.07784786,128.1502779
광혜원,평택제천선,36.95214955,127.4258721
문경,중부내륙선,36.74701103,128.0611382
사벌,중부내륙선,36.46288735,128.200327
낙상,중부내륙선,36.44756543,128.2059013
문경,중부내륙선,36.716794,128.105148
연곡,경부선,36.95431144,127.1830073
입장,경부선,36.91443246,127.1884647
옥산,경부선,36.655882,127.372294
신탄진,경부선,36.42535428,127.4166966
서대전,호남지선,36.31569355,127.3066125
유성,호남지선,36.38088562,127.3354653
북대전,호남지선,36.40660321,127.3675659
북대전,호남지선,36.40617198,127.3678197
옥천,경부선,36.32809569,127.5408926
옥천,경부선,36.33624741,127.5284274
청성,경부선,36.27171161,127.7407581
추풍령,경부선,36.21062321,127.9886414
추풍령,경부선,36.21098462,127.9885463
산내,대전라남도부순환선,36.28080824,127.4495555
당진,서해안선,36.90075043,126.7184687
당진,서해안선,36.90075043,126.7184687
용연,서해안선,36.86123428,126.645546
고북,서해안선,36.65116146,126.5583118
갈산,서해안선,36.63471618,126.5531285
서산,서해안선,36.828862,126.588515
금남,당진대전선,36.45062776,127.2540825
시초,서천공주선,36.12771449,126.7661638
부여,서천공주선,36.31945138,126.8743153
삼례,호남선,35.90227648,127.0575491
삼례,호남선,35.91813603,127.0700848
전주,호남선,35.86956429,127.0513858
전주,호남선,35.86947805,127.0516682
서전주,호남선,35.81832633,127.0295201
태인,호남선,35.66350643,126.9322504
정우,호남선,35.63536201,126.9008508
정우,호남선,35.63629248,126.9028255
내장산,호남선,35.49545628,126.797915
내장산,호남선,35.53752305,126.8138166
마이산,익산장수선,35.77052762,127.3590723
마이산,익산장수선,35.76763628,127.3629332
금산,통영대전선,36.03243515,127.5720737
금산,통영대전선,36.06077801,127.551852
무주,통영대전선,35.93471333,127.6598176
무주,통영대전선,35.911465,127.666254
논산,호남지선,36.1595499,127.1757655
논산,호남지선,36.15344577,127.164785
완주,익산장수선,35.92802974,127.1011742
완주,익산장수선,35.92835808,127.1007658
서김제,서해안선,35.8529422,126.8426538
서김제,서해안선,35.8525746,126.8428673
줄포,서해안선,35.5704338,126.6947728
고창,서해안선,35.37775703,126.6040472
광천,서해안선,36.47863534,126.5872371
무창포,서해안선,36.2749228,126.5791253
춘장대,서해안선,36.18898038,126.5929585
춘장대,서해안선,36.19893677,126.5884265
서천,서해안선,36.06879574,126.747055
서천,서해안선,36.06879574,126.747055
담양,광주광역시대구선,35.26094439,126.9711687
장성,호남선,35.31545483,126.7935583
장성,호남선,35.3168901,126.7939767
광산,호남선,35.22685633,126.8263096
대덕,호남선,35.24506423,127.0258298
삼기,호남선,35.23404867,127.2041699
삼기,호남선,35.23383947,127.2041806
장성물류,고창담양선,35.347596,126.778012
장성물류,고창담양선,35.34725215,126.7777965
태령,고창담양선,35.24883378,126.9283468
태령,고창담양선,35.24883378,126.9283468
주암,호남선,35.05593487,127.2773555
주암,호남선,35.05593487,127.2773555
순천,남해선,34.99606303,127.4936989
광양,남해선,34.98462117,127.5891467
광양,남해선,34.98462117,127.5891467
영광,서해안선,35.24945575,126.5189718
몽탄,서해안선,34.95257541,126.5038207
몽탄,서해안선,34.94576778,126.504596
벌교,남해선(영암순천),34.823812,127.381603
강진,남해선(영암순천),34.68656192,126.7740237
강진,남해선(영암순천),34.694235,126.755097
대강,광주광역시대구선,35.38527305,127.2343431
봉산,경부선,36.15643219,128.02568
봉산,경부선,36.15651708,128.0264901
대신,경부선,36.15251095,128.1912392
대신,경부선,36.15281944,128.1907565
선기,경부선,36.13630671,128.3161787
선기,경부선,36.13627142,128.3165002
석적,경부선,36.05163274,128.4080556
지천,경부선,35.92212137,128.4844738
검단,경부선,35.91491799,128.6134722
검단,경부선,35.91573946,128.6144513
북안,경부선,35.924622,128.9980117
북안,경부선,35.9246295,128.999844
칠곡,대구외곽순환선,35.90491377,128.4794864
칠곡,대구외곽순환선,35.910297,128.504056
봉무,대구외곽순환선,35.93259366,128.6510886
봉무,대구외곽순환선,35.93148217,128.6525431
안평,중앙선,36.37976405,128.5771112
안평,중앙선,36.37903059,128.5774794
명곡,중앙선,36.12565427,128.5410969
명곡,중앙선,36.12560806,128.5417815
읍내,중앙선,35.94842006,128.5476662
화산,대구포항선,36.01706571,128.8854996
남상,광주광역시대구선,35.61123398,127.881546
남상,광주광역시대구선,35.636051,127.906245
쌍림,광주광역시대구선,35.7006443,128.2338851
고령,광주광역시대구선,35.72240209,128.2973482
보문,중앙선,36.68978886,128.554036
풍산,중앙선,36.60315372,128.5841601
죽령,중앙선,36.91350622,128.3977005
죽령,중앙선,36.91372023,128.3969014
아포,중부내륙선,36.19807703,128.2591005
선산,중부내륙선,36.21309917,128.2621289
오봉,중부내륙선,36.09261436,128.2616627
개진,중부내륙선,35.7041488,128.417746
삼춘,청주영덕선,36.42102683,128.576998
하화,청주영덕선,36.41882715,128.699326
묵계,청주영덕선,36.43786162,128.9287923
지품,청주영덕선,36.4809483,129.1747296
수암,청주영덕선,36.46159596,129.2107704
일광,부산외곽순환선,35.29233912,129.2061941
일광,부산외곽순환선,35.29233912,129.2061941
김해,남해선,35.22085404,128.8702906
김해,남해선,35.22085404,128.8702906
북창원,남해선,35.28314827,128.6172025
진례,남해선,35.24932395,128.7589787
진례,남해선,35.24528591,128.7603006
창원,남해1지선,35.26331546,128.6120097
창원,남해1지선,35.26331546,128.6120097
곤양,남해선,35.05317013,127.9446964
곤양,남해선,35.05317013,127.9446964
지수,남해선,35.20659712,128.2537064
지수,남해선,35.20799567,128.2582372
서상,통영대전선,35.63527857,127.7088355
서상,통영대전선,35.63350327,127.7139066
수동,통영대전선,35.51724618,127.7962334
수동,통영대전선,35.51724618,127.7962334
금서,통영대전선,35.44032162,127.8532348
금서,통영대전선,35.43837913,127.8547834
진주,통영대전선,35.1974427,128.0291887
진주,통영대전선,35.19697858,128.0295319
울산,울산선,35.55044188,129.1675288
울산,울산선,35.55007712,129.1676029
현풍,중부내륙선,35.66671716,128.435925
창녕,중부내륙선,35.53087935,128.4885717
창녕,중부내륙선,35.54493533,128.4757461
금곡,통영대전선,35.09473045,128.1642909
금곡,통영대전선,35.09495156,128.1644658
고성,통영대전선,34.98175411,128.3735157
고성,통영대전선,34.98175411,128.3735157
내남,경부선,35.75225939,129.194721
언양,경부선,35.59837007,129.140183
삼남,경부선,35.545332,129.118872
양산,경부선,35.34312987,129.0428034
양산,경부선,35.34235591,129.0421478
